"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"NCAM2",0,2.94982492082435,0.768,0.336,0,"0","NCAM2"
"LUZP2",0,2.83244673630136,0.737,0.354,0,"0","LUZP2"
"NAALADL2",0,3.79583558655995,0.75,0.374,0,"0","NAALADL2"
"SEMA3C",0,2.30589821972023,0.627,0.254,0,"0","SEMA3C"
"PRKD1",0,2.36431536354436,0.724,0.381,0,"0","PRKD1"
"MIR99AHG",0,2.09998972052942,0.741,0.4,0,"0","MIR99AHG"
"PPM1H",0,3.63371040041488,0.615,0.283,0,"0","PPM1H"
"GNAI1",3.62701429949346e-298,0.26176798655553,0.598,0.229,1.08810428984804e-294,"0","GNAI1"
"IMMP2L",3.85848810446698e-297,3.30375502521668,0.686,0.372,1.15754643134009e-293,"0","IMMP2L"
"PPFIA2",1.13574672445198e-283,1.1100487276328,0.694,0.383,3.40724017335594e-280,"0","PPFIA2"
"EPHA6",1.22618253265823e-277,1.94439855834079,0.599,0.289,3.67854759797468e-274,"0","EPHA6"
"STXBP5L",6.61522653739183e-269,1.58448779679635,0.699,0.387,1.98456796121755e-265,"0","STXBP5L"
"NIHCOLE",6.66897884811641e-252,0.511816429534365,0.673,0.379,2.00069365443492e-248,"0","NIHCOLE"
"SESN3",2.59942292795651e-228,3.3569979540964,0.591,0.291,7.79826878386952e-225,"0","SESN3"
"ANK3",4.46236255162848e-220,1.15368769077121,0.63,0.361,1.33870876548854e-216,"0","ANK3"
"FBXL17",5.20775616065956e-203,2.467559971088,0.645,0.376,1.56232684819787e-199,"0","FBXL17"
"NRXN1",2.85298757104879e-201,2.62718514838353,0.341,0.138,8.55896271314637e-198,"0","NRXN1"
"USP54",3.07851773521499e-201,1.35457213360844,0.646,0.395,9.23555320564496e-198,"0","USP54"
"ENSG00000231918",7.9806892593128e-201,5.62290812726028,0.489,0.189,2.39420677779384e-197,"0","ENSG00000231918"
"PCDH15",2.99433208617323e-183,3.1713770320505,0.508,0.207,8.98299625851968e-180,"0","PCDH15"
"RDH10",1.17365075358135e-182,1.67696556649594,0.439,0.244,3.52095226074405e-179,"0","RDH10"
"MALAT1",1.77442021172029e-177,0.915286556501462,0.683,0.438,5.32326063516088e-174,"0","MALAT1"
"SMYD3",4.89087791196592e-176,1.16500078565682,0.675,0.428,1.46726337358978e-172,"0","SMYD3"
"NETO1",2.47893437179361e-174,1.57358197125395,0.607,0.361,7.43680311538083e-171,"0","NETO1"
"ENSG00000236230",9.03705293844666e-172,2.63571259093331,0.455,0.193,2.711115881534e-168,"0","ENSG00000236230"
"SOX4",1.21115251185789e-167,2.64546062942519,0.522,0.292,3.63345753557366e-164,"0","SOX4"
"FHIT",2.07329267217723e-160,1.33127144608431,0.597,0.364,6.21987801653169e-157,"0","FHIT"
"VPS13B",1.48007454230428e-158,2.65721663569477,0.605,0.376,4.44022362691284e-155,"0","VPS13B"
"NLGN1",3.6402023254293e-158,1.37365466195786,0.573,0.34,1.09206069762879e-154,"0","NLGN1"
"MID1",4.10602612596613e-155,0.856588647334869,0.555,0.288,1.23180783778984e-151,"0","MID1"
"ENSG00000223930",3.30696656370993e-150,2.86171289265492,0.346,0.142,9.92089969112979e-147,"0","ENSG00000223930"
"MYRIP",2.86983121072763e-147,2.02308330155111,0.553,0.333,8.60949363218288e-144,"0","MYRIP"
"MARCKSL1",3.00113000351859e-145,1.38864798460616,0.605,0.398,9.00339001055576e-142,"0","MARCKSL1"
"STAU2",2.53852918379818e-143,5.00443269219011,0.579,0.36,7.61558755139453e-140,"0","STAU2"
"MAML3",2.62547059109471e-140,1.56933947600029,0.598,0.384,7.87641177328414e-137,"0","MAML3"
"ENSG00000225258",6.97313661348723e-138,2.48672186154098,0.601,0.372,2.09194098404617e-134,"0","ENSG00000225258"
"TTC6",7.45768443991551e-134,1.23795261480873,0.611,0.386,2.23730533197465e-130,"0","TTC6"
"PDE4D",1.09245662236062e-133,0.804050464774117,0.515,0.315,3.27736986708186e-130,"0","PDE4D"
"NKX3-1",2.51098368304421e-129,4.29753745201717,0.417,0.253,7.53295104913263e-126,"0","NKX3-1"
"RDH11",4.00046753503236e-128,2.61194049846321,0.585,0.374,1.20014026050971e-124,"0","RDH11"
"RPL7",9.10324897434945e-128,2.14871647225096,0.641,0.437,2.73097469230483e-124,"0","RPL7"
"FBXL7",1.2835075798479e-126,1.34402087391098,0.591,0.318,3.8505227395437e-123,"0","FBXL7"
"EFNA5",3.72252306196943e-124,0.644889957857998,0.551,0.339,1.11675691859083e-120,"0","EFNA5"
"CRTC3-AS1",4.0750249055241e-124,2.41511136645323,0.355,0.24,1.22250747165723e-120,"0","CRTC3-AS1"
"SLC45A2",1.47873359876287e-116,1.00200078070639,0.351,0.164,4.43620079628862e-113,"0","SLC45A2"
"KCNQ5",1.93457326115571e-114,2.38340535722716,0.323,0.195,5.80371978346714e-111,"0","KCNQ5"
"LINC02726",1.17901333172367e-113,2.22046931926435,0.347,0.205,3.53703999517102e-110,"0","LINC02726"
"BACE2",2.46311392300882e-112,0.991495028370746,0.299,0.144,7.38934176902646e-109,"0","BACE2"
"KALRN",9.93187304467494e-112,4.06297003135127,0.468,0.255,2.97956191340248e-108,"0","KALRN"
"MBD5",7.54408245343335e-111,1.22915987057143,0.591,0.395,2.26322473603001e-107,"0","MBD5"
"CRACD",8.81591713726638e-111,0.724996295305097,0.499,0.323,2.64477514117991e-107,"0","CRACD"
"LINC02614",8.40255900405239e-108,3.0719421110404,0.544,0.354,2.52076770121572e-104,"0","LINC02614"
"ARHGEF10",3.05824596060694e-107,1.88662294493391,0.519,0.354,9.17473788182081e-104,"0","ARHGEF10"
"EXOC4",6.38439933759914e-106,0.266688344053156,0.601,0.406,1.91531980127974e-102,"0","EXOC4"
"GRB10",8.73360188324032e-105,1.92225901303272,0.549,0.339,2.6200805649721e-101,"0","GRB10"
"EVL",3.70220604711058e-104,1.9120991663106,0.548,0.377,1.11066181413318e-100,"0","EVL"
"LPP",3.58918054956559e-101,0.638848576513617,0.619,0.428,1.07675416486968e-97,"0","LPP"
"MIPOL1",2.48939426683689e-100,2.00238333139937,0.568,0.386,7.46818280051068e-97,"0","MIPOL1"
"DSEL",4.29540312750883e-100,3.36768274749277,0.45,0.247,1.28862093825265e-96,"0","DSEL"
"PITX1",1.04482004198069e-99,1.0522877035065,0.547,0.38,3.13446012594206e-96,"0","PITX1"
"UTRN",2.62391509335061e-99,2.42054547484653,0.547,0.358,7.87174528005184e-96,"0","UTRN"
"LINC01322",1.10080351899657e-98,2.620843774851,0.423,0.186,3.30241055698972e-95,"0","LINC01322"
"PLD1",1.32393776525639e-98,2.43289644387381,0.38,0.186,3.97181329576918e-95,"0","PLD1"
"ENSG00000255240",2.2603662918541e-98,1.24849079206746,0.526,0.361,6.78109887556231e-95,"0","ENSG00000255240"
"ARL15",1.19344820231024e-97,1.46580022572422,0.562,0.373,3.58034460693072e-94,"0","ARL15"
"ANKS1B",1.21444070946054e-97,1.01486270278465,0.526,0.345,3.64332212838163e-94,"0","ANKS1B"
"IL1RAPL1",6.45450551969748e-96,2.38230018655351,0.474,0.297,1.93635165590924e-92,"0","IL1RAPL1"
"KANSL1L",9.81228868039655e-96,3.02239033988524,0.398,0.25,2.94368660411896e-92,"0","KANSL1L"
"MAP2",1.72199955394999e-95,2.43395858295238,0.355,0.203,5.16599866184998e-92,"0","MAP2"
"ST7",2.60699505159133e-95,1.48310516992084,0.465,0.28,7.820985154774e-92,"0","ST7"
"MAGI1",1.18370341122006e-94,0.789819359818856,0.59,0.409,3.55111023366017e-91,"0","MAGI1"
"ST3GAL1",8.8138260433439e-94,0.412673308110139,0.59,0.402,2.64414781300317e-90,"0","ST3GAL1"
"LINC02882",3.38217816699482e-93,1.78046600166603,0.448,0.227,1.01465345009844e-89,"0","LINC02882"
"PRKN",1.36838124637726e-92,3.67603230610847,0.544,0.373,4.10514373913179e-89,"0","PRKN"
"TUBB3",1.48347194205924e-92,1.17084250612504,0.396,0.287,4.45041582617773e-89,"0","TUBB3"
"SCHLAP1",1.9345789945754e-91,1.35756640339434,0.536,0.353,5.8037369837262e-88,"0","SCHLAP1"
"CCDC80",1.16637032850656e-89,2.69590863292537,0.596,0.379,3.49911098551968e-86,"0","CCDC80"
"THRB",2.61933176624348e-89,2.34552480877593,0.472,0.311,7.85799529873044e-86,"0","THRB"
"TRPS1",1.09436573860717e-88,2.13796462142433,0.553,0.379,3.28309721582151e-85,"0","TRPS1"
"ENSG00000232855",2.14848332246123e-88,1.23078751544053,0.429,0.238,6.4454499673837e-85,"0","ENSG00000232855"
"GPHN",1.14518569541114e-87,1.31509932973822,0.582,0.414,3.43555708623341e-84,"0","GPHN"
"SLC30A4",1.15041106881648e-86,1.81279509466325,0.573,0.39,3.45123320644943e-83,"0","SLC30A4"
"FOLH1",8.71364412979454e-86,1.15693237147753,0.622,0.45,2.61409323893836e-82,"0","FOLH1"
"SH3RF3",9.62112077685798e-86,3.11491114995018,0.281,0.155,2.88633623305739e-82,"0","SH3RF3"
"LRBA",1.22213319504865e-84,1.29672706429176,0.593,0.407,3.66639958514595e-81,"0","LRBA"
"SAMD12",4.43725982278561e-83,1.31525486720853,0.56,0.395,1.33117794683568e-79,"0","SAMD12"
"SLC35F3",4.05408272009191e-82,0.316077660370105,0.417,0.248,1.21622481602757e-78,"0","SLC35F3"
"MDK",8.16281397401154e-82,3.01162570603769,0.364,0.187,2.44884419220346e-78,"0","MDK"
"VIM",1.80255669032175e-81,1.79721972320338,0.501,0.31,5.40767007096526e-78,"0","VIM"
"ACP3",7.69032247083001e-81,2.35402212595467,0.341,0.19,2.307096741249e-77,"0","ACP3"
"METTL25",1.31990887900335e-80,2.32721054426826,0.554,0.379,3.95972663701006e-77,"0","METTL25"
"ESRRG",1.96895718163805e-80,0.71275272058924,0.453,0.286,5.90687154491415e-77,"0","ESRRG"
"RIMS1",2.45273796280231e-80,3.1767379092855,0.329,0.214,7.35821388840692e-77,"0","RIMS1"
"ENSG00000246225",6.53435196778678e-80,1.93538310993022,0.48,0.343,1.96030559033604e-76,"0","ENSG00000246225"
"HIBADH",2.06722172527429e-79,3.0290279016533,0.559,0.403,6.20166517582288e-76,"0","HIBADH"
"ARG2",1.03921656682089e-78,2.93104859099676,0.457,0.349,3.11764970046268e-75,"0","ARG2"
"DSEL-AS1",4.76421612554776e-78,3.33131603562211,0.291,0.106,1.42926483766433e-74,"0","DSEL-AS1"
"TMSB10",6.9981940336457e-78,1.12179361128019,0.508,0.359,2.09945821009371e-74,"0","TMSB10"
"ENSG00000228033",7.8942532876252e-78,1.67647375399939,0.3,0.171,2.36827598628756e-74,"0","ENSG00000228033"
"CALCRL-AS1",3.55627437784137e-77,1.09043205198,0.515,0.327,1.06688231335241e-73,"0","CALCRL-AS1"
"BMPR2",9.2436060299872e-77,2.29775690456686,0.577,0.411,2.77308180899616e-73,"0","BMPR2"
"ARID5B",1.27565924573273e-76,1.13671673792208,0.536,0.367,3.82697773719818e-73,"0","ARID5B"
"ZSWIM6",8.2065864768798e-76,2.10020815573204,0.537,0.369,2.46197594306394e-72,"0","ZSWIM6"
"PPP1R12A-AS2",1.34685311850982e-75,2.09389698142657,0.33,0.172,4.04055935552946e-72,"0","PPP1R12A-AS2"
"GUSBP1",2.95803373248606e-75,2.08194715582662,0.555,0.396,8.87410119745819e-72,"0","GUSBP1"
"SYN3",3.07595706801992e-75,1.77647010199722,0.378,0.202,9.22787120405976e-72,"0","SYN3"
"PACRG",3.29281278350839e-75,0.864933943759827,0.47,0.322,9.87843835052517e-72,"0","PACRG"
"GAS5",4.69172994036218e-75,0.827521615724399,0.639,0.478,1.40751898210865e-71,"0","GAS5"
"NTNG1",5.80933699903755e-75,3.26374246655619,0.45,0.305,1.74280109971126e-71,"0","NTNG1"
"PCDH11X",6.22664240242571e-75,1.13878463606602,0.262,0.155,1.86799272072771e-71,"0","PCDH11X"
"LINC02718",6.31282103210286e-75,2.5735072904205,0.439,0.302,1.89384630963086e-71,"0","LINC02718"
"EIF4A2",3.66791694815472e-74,0.995684056302086,0.591,0.437,1.10037508444641e-70,"0","EIF4A2"
"GRIK2",6.51207858100536e-74,0.666299868242447,0.391,0.218,1.95362357430161e-70,"0","GRIK2"
"EEF1A1",1.71615567655674e-72,1.31460154517132,0.621,0.471,5.14846702967021e-69,"0","EEF1A1"
"GABRA3",2.58419651455716e-71,1.2680140515973,0.333,0.202,7.75258954367147e-68,"0","GABRA3"
"FOXP1",5.50671461888243e-71,1.71196184215473,0.546,0.393,1.65201438566473e-67,"0","FOXP1"
"ENSG00000289084",1.06273833640155e-70,1.68933302624204,0.35,0.204,3.18821500920466e-67,"0","ENSG00000289084"
"RPL23",1.17176005243086e-70,0.711284658535091,0.63,0.489,3.51528015729257e-67,"0","RPL23"
"SRGAP1",2.11359596237562e-69,1.02410626066593,0.504,0.352,6.34078788712686e-66,"0","SRGAP1"
"ST6GALNAC5",5.74256229038891e-69,1.15067677838471,0.287,0.14,1.72276868711667e-65,"0","ST6GALNAC5"
"UBE2E3",1.2321989900551e-68,3.38839646330736,0.582,0.437,3.6965969701653e-65,"0","UBE2E3"
"SWT1",3.82767119552167e-68,2.5240477078302,0.256,0.163,1.1483013586565e-64,"0","SWT1"
"NETO1-DT",5.04758454286731e-68,1.08881126906604,0.348,0.274,1.51427536286019e-64,"0","NETO1-DT"
"TCAIM",8.81505707784171e-68,0.720764061916806,0.555,0.402,2.64451712335251e-64,"0","TCAIM"
"EXOC6B",2.64050575158602e-67,0.308901833747633,0.556,0.42,7.92151725475805e-64,"0","EXOC6B"
"SLCO5A1",5.85622835099892e-67,4.21558083729186,0.418,0.282,1.75686850529968e-63,"0","SLCO5A1"
"DNAI4",9.28259171029481e-67,4.22702455775303,0.306,0.197,2.78477751308844e-63,"0","DNAI4"
"ENSG00000249413",1.35962077517982e-66,1.00132728182886,0.515,0.363,4.07886232553947e-63,"0","ENSG00000249413"
"ENSG00000251598",2.03028250111663e-66,2.05125104040513,0.326,0.197,6.0908475033499e-63,"0","ENSG00000251598"
"PLCB4",1.13987305481271e-65,1.53207469561156,0.535,0.38,3.41961916443813e-62,"0","PLCB4"
"PSD3",2.39692052035365e-65,0.70352472589743,0.521,0.365,7.19076156106095e-62,"0","PSD3"
"PRKACB",2.50356200469148e-64,2.48527701757559,0.588,0.434,7.51068601407443e-61,"0","PRKACB"
"GNG4",7.80428580239912e-64,0.981828070447139,0.341,0.184,2.34128574071973e-60,"0","GNG4"
"SAT1",1.07774652820026e-63,1.09188940370534,0.516,0.374,3.23323958460077e-60,"0","SAT1"
"STK3",2.10832312173539e-63,1.01296105153981,0.548,0.404,6.32496936520616e-60,"0","STK3"
"ZCCHC7",7.40248601732671e-63,0.427237583069434,0.556,0.403,2.22074580519801e-59,"0","ZCCHC7"
"DNAH14",9.05309628985196e-63,0.93817711210519,0.535,0.392,2.71592888695559e-59,"0","DNAH14"
"SHANK2",2.59650638165489e-62,1.93443678618818,0.555,0.408,7.78951914496466e-59,"0","SHANK2"
"SCD5",3.75287330079178e-62,1.39837145519993,0.355,0.244,1.12586199023753e-58,"0","SCD5"
"TENM1",5.78664005018593e-62,5.06553077407053,0.499,0.301,1.73599201505578e-58,"0","TENM1"
"ZNF462",6.11776455051004e-62,3.45655931210447,0.561,0.413,1.83532936515301e-58,"0","ZNF462"
"FNBP1L",1.09453330858641e-61,0.744509776567386,0.527,0.386,3.28359992575923e-58,"0","FNBP1L"
"CMIP",2.10490057929476e-61,1.0324962403712,0.531,0.389,6.31470173788429e-58,"0","CMIP"
"FHIP1A",5.19002414673236e-61,1.42241352856085,0.525,0.383,1.55700724401971e-57,"0","FHIP1A"
"COBL",9.01617301704029e-61,2.64237131845636,0.491,0.346,2.70485190511209e-57,"0","COBL"
"NFAT5",1.03314435464985e-60,0.901614030670692,0.568,0.42,3.09943306394956e-57,"0","NFAT5"
"ATXN7L3B",9.80719112471148e-60,0.933600026679699,0.522,0.39,2.94215733741345e-56,"0","ATXN7L3B"
"SLC6A16",2.27122732861911e-59,0.636226875247154,0.301,0.162,6.81368198585733e-56,"0","SLC6A16"
"ARFGEF3",3.4830194844751e-59,1.68139261314344,0.563,0.414,1.04490584534253e-55,"0","ARFGEF3"
"LINC02615",3.52672302869877e-59,0.458752910128922,0.468,0.343,1.05801690860963e-55,"0","LINC02615"
"CHD6",4.15190109175333e-59,0.923570541738682,0.555,0.406,1.245570327526e-55,"0","CHD6"
"ARFGEF1",8.24736745873543e-59,2.60320842706042,0.508,0.375,2.47421023762063e-55,"0","ARFGEF1"
"DIAPH2",1.48483087599329e-58,0.681730991675723,0.525,0.394,4.45449262797986e-55,"0","DIAPH2"
"SPIDR",2.17807692106501e-58,0.857601946560689,0.544,0.402,6.53423076319504e-55,"0","SPIDR"
"MED13L",3.01595635692972e-58,1.05088201367639,0.526,0.385,9.04786907078916e-55,"0","MED13L"
"USP47",3.20377550422752e-58,1.09541661787088,0.54,0.397,9.61132651268256e-55,"0","USP47"
"LINC00472",7.0820962346784e-58,1.31993093294995,0.378,0.217,2.12462887040352e-54,"0","LINC00472"
"GASK1B",8.66943844146088e-58,2.37664905474172,0.501,0.368,2.60083153243826e-54,"0","GASK1B"
"TBL1XR1",1.23760775133344e-57,0.746953929411934,0.559,0.422,3.71282325400031e-54,"0","TBL1XR1"
"RPL37A",1.48635886984434e-57,2.53926097180956,0.594,0.452,4.45907660953302e-54,"0","RPL37A"
"GRIP1",4.01111968367536e-57,1.90710032067632,0.439,0.265,1.20333590510261e-53,"0","GRIP1"
"ODC1",1.43716030236715e-56,1.47070557406172,0.323,0.456,4.31148090710145e-53,"0","ODC1"
"SGMS1",1.6081836620619e-56,1.41854934664847,0.56,0.417,4.8245509861857e-53,"0","SGMS1"
"CITED2",2.453256224114e-56,0.741561691577728,0.524,0.384,7.35976867234199e-53,"0","CITED2"
"SECISBP2L",3.92649550599049e-56,0.881183048188278,0.524,0.406,1.17794865179715e-52,"0","SECISBP2L"
"CDYL2",5.52114377306379e-56,1.47340001581875,0.319,0.249,1.65634313191914e-52,"0","CDYL2"
"ABCG1",7.69908232742986e-56,0.723586395961394,0.256,0.211,2.30972469822896e-52,"0","ABCG1"
"TRERF1",8.0093458374454e-56,1.60997569802673,0.508,0.391,2.40280375123362e-52,"0","TRERF1"
"WWOX",1.48383602675464e-55,1.56162350459197,0.48,0.362,4.45150808026391e-52,"0","WWOX"
"TMEM117",1.79929738378394e-55,2.45125758045703,0.537,0.387,5.39789215135182e-52,"0","TMEM117"
"ANTXR1",3.09889016273546e-55,2.25142765500323,0.395,0.258,9.29667048820638e-52,"0","ANTXR1"
"TBC1D32",3.41607283412095e-55,0.853651971478339,0.516,0.378,1.02482185023629e-51,"0","TBC1D32"
"SPATS2",5.84727837927887e-55,1.32870926030128,0.554,0.42,1.75418351378366e-51,"0","SPATS2"
"NLGN4X",8.59779900345212e-55,3.42610303293167,0.569,0.354,2.57933970103564e-51,"0","NLGN4X"
"ENSG00000253496",1.35624069735336e-54,0.892023213598782,0.342,0.167,4.06872209206008e-51,"0","ENSG00000253496"
"SUSD4",2.35536334171695e-54,2.6613694269022,0.422,0.28,7.06609002515084e-51,"0","SUSD4"
"ACTG1",6.55126720397145e-54,1.3090066802162,0.575,0.441,1.96538016119144e-50,"0","ACTG1"
"NRG3",1.9549131775772e-53,1.08259784074771,0.35,0.229,5.8647395327316e-50,"0","NRG3"
"MYBPC1",2.10939881942807e-53,1.14029646046043,0.418,0.279,6.3281964582842e-50,"0","MYBPC1"
"APPL2",2.39806113245767e-53,1.45227083062828,0.531,0.414,7.194183397373e-50,"0","APPL2"
"ARMCX5-GPRASP2",3.27955843071847e-53,2.92690019968204,0.43,0.301,9.83867529215542e-50,"0","ARMCX5-GPRASP2"
"STK33",3.3565593960524e-53,0.953838102977288,0.531,0.394,1.00696781881572e-49,"0","STK33"
"PIK3CB",6.4891649079905e-53,1.93528704715814,0.541,0.395,1.94674947239715e-49,"0","PIK3CB"
"ZFHX4",9.87638743327609e-53,1.76519004617936,0.404,0.254,2.96291622998283e-49,"0","ZFHX4"
"EML6",1.26234427860234e-52,0.861232955966635,0.27,0.203,3.78703283580701e-49,"0","EML6"
"AIDA",5.40720907661059e-52,1.51412195005092,0.562,0.427,1.62216272298318e-48,"0","AIDA"
"RIPK2-DT",5.91391932081356e-52,2.15417902352118,0.5,0.371,1.77417579624407e-48,"0","RIPK2-DT"
"TTC21B",6.65494815072946e-52,0.712220662964527,0.403,0.321,1.99648444521884e-48,"0","TTC21B"
"UBTD2",6.95371171564695e-52,5.00840429665885,0.379,0.321,2.08611351469409e-48,"0","UBTD2"
"ENSG00000262801",9.04449273359709e-52,0.771636912687018,0.202,0.344,2.71334782007913e-48,"0","ENSG00000262801"
"KIAA1217",1.24594458516061e-51,0.939725325317155,0.55,0.417,3.73783375548183e-48,"0","KIAA1217"
"PLXDC2",1.72359423978267e-51,2.30668222901611,0.457,0.323,5.17078271934801e-48,"0","PLXDC2"
"MAPK8",3.1477780944634e-51,1.11662596143294,0.519,0.393,9.44333428339018e-48,"0","MAPK8"
"NREP",3.61532997298976e-51,1.77904532260313,0.487,0.357,1.08459899189693e-47,"0","NREP"
"WNK2",3.7009668856724e-51,1.42158348350351,0.491,0.39,1.11029006570172e-47,"0","WNK2"
"NME7",4.72297253904153e-51,0.633194971024757,0.534,0.41,1.41689176171246e-47,"0","NME7"
"WASF1",6.76816037037791e-51,1.62408949137953,0.286,0.201,2.03044811111337e-47,"0","WASF1"
"KLHL24",1.39558280948436e-50,1.56372568387566,0.401,0.31,4.18674842845307e-47,"0","KLHL24"
"METTL15",1.63981815877403e-50,1.25847854005338,0.527,0.396,4.9194544763221e-47,"0","METTL15"
"MYO1D",1.75580347908402e-50,0.830733018978627,0.53,0.393,5.26741043725207e-47,"0","MYO1D"
"UBE3D",2.71980433494125e-50,0.778621948845354,0.313,0.229,8.15941300482374e-47,"0","UBE3D"
"ARID1B",4.4126849685351e-50,1.37900033369502,0.511,0.379,1.32380549056053e-46,"0","ARID1B"
"CRYBG3",1.09341063223909e-49,3.47820841961529,0.361,0.302,3.28023189671728e-46,"0","CRYBG3"
"LINC00886",1.29125859940918e-49,3.35083501759273,0.303,0.192,3.87377579822754e-46,"0","LINC00886"
"RNF130",2.78053329140492e-49,1.30365754756674,0.533,0.406,8.34159987421476e-46,"0","RNF130"
"CCDC18-AS1",3.54277874790612e-49,1.13048861144087,0.525,0.391,1.06283362437184e-45,"0","CCDC18-AS1"
"XPR1",4.12162290028083e-49,1.20701767236087,0.426,0.36,1.23648687008425e-45,"0","XPR1"
"DUXAP8",6.66037905520822e-49,5.89756208491212,0.548,0.424,1.99811371656247e-45,"0","DUXAP8"
"ANKRD17-DT",6.96012352786058e-49,2.97365411534204,0.272,0.226,2.08803705835817e-45,"0","ANKRD17-DT"
"ENSG00000286163",1.04634336508369e-48,1.74464638264898,0.357,0.246,3.13903009525106e-45,"0","ENSG00000286163"
"CLASP1",1.89027120575625e-48,2.47602600057875,0.517,0.416,5.67081361726875e-45,"0","CLASP1"
"OPHN1",6.01590921922892e-48,0.532052396933421,0.501,0.401,1.80477276576868e-44,"0","OPHN1"
"PTPRK",1.17885544644036e-47,1.00623587876053,0.429,0.309,3.53656633932109e-44,"0","PTPRK"
"LINC01019",1.24253176297652e-47,0.830703880071688,0.418,0.284,3.72759528892957e-44,"0","LINC01019"
"CCDC14",1.60512931113998e-47,0.28535336664781,0.519,0.403,4.81538793341995e-44,"0","CCDC14"
"ZMAT3",1.6183904361202e-47,0.978607404125218,0.383,0.286,4.85517130836059e-44,"0","ZMAT3"
"KRT18",3.54762702758024e-47,1.79138277726934,0.358,0.476,1.06428810827407e-43,"0","KRT18"
"TTC17",6.74968378269024e-47,1.83471464026177,0.535,0.412,2.02490513480707e-43,"0","TTC17"
"HHAT",2.99592271504059e-46,1.98366387358325,0.273,0.201,8.98776814512178e-43,"0","HHAT"
"CDK14",3.59778795237281e-46,2.05586924317388,0.519,0.39,1.07933638571184e-42,"0","CDK14"
"RGL1",4.16845223580488e-46,1.41503848989435,0.354,0.265,1.25053567074146e-42,"0","RGL1"
"DPH6",8.44607353778133e-46,1.75391834082034,0.512,0.394,2.5338220613344e-42,"0","DPH6"
"LPXN",2.10594372197845e-45,3.94381629164346,0.335,0.276,6.31783116593535e-42,"0","LPXN"
"FAM117B",2.36501317894676e-45,2.0739906841512,0.483,0.362,7.09503953684028e-42,"0","FAM117B"
"PAM",3.32381320840722e-45,0.59183224308985,0.377,0.303,9.97143962522165e-42,"0","PAM"
"MLPH",4.14746194679222e-45,1.78549583345931,0.47,0.39,1.24423858403767e-41,"0","MLPH"
"ZNF827",5.6015566358122e-45,2.46487175764905,0.383,0.28,1.68046699074366e-41,"0","ZNF827"
"PDE10A",5.83698423188121e-45,1.47220782899064,0.487,0.341,1.75109526956436e-41,"0","PDE10A"
"PHACTR2",6.26779382818976e-45,0.980237522834165,0.491,0.379,1.88033814845693e-41,"0","PHACTR2"
"FTO",9.11321139744004e-45,0.518866853822273,0.506,0.378,2.73396341923201e-41,"0","FTO"
"CDK8",1.01444818789861e-44,1.15421294549648,0.555,0.421,3.04334456369582e-41,"0","CDK8"
"TMEM135",2.18934196409517e-44,0.744370066609475,0.529,0.413,6.56802589228552e-41,"0","TMEM135"
"ZC3H12B",2.24075508032833e-44,2.18728779562966,0.295,0.214,6.72226524098499e-41,"0","ZC3H12B"
"GABRG3",2.31630335244626e-44,2.48401562182867,0.392,0.246,6.94891005733879e-41,"0","GABRG3"
"NCOA2",2.58565981677772e-44,1.2977443613452,0.522,0.41,7.75697945033315e-41,"0","NCOA2"
"PRKG1",3.11947837301229e-44,2.35194889817587,0.384,0.283,9.35843511903687e-41,"0","PRKG1"
"HIVEP3",3.69661161600827e-44,1.27813080040378,0.517,0.394,1.10898348480248e-40,"0","HIVEP3"
"OLFM2",5.53673511034533e-44,1.68424552198808,0.415,0.29,1.6610205331036e-40,"0","OLFM2"
"SLC12A6",1.17485457765005e-43,2.13614079043958,0.34,0.234,3.52456373295015e-40,"0","SLC12A6"
"DTNB",1.62322474822577e-43,0.57740244713728,0.534,0.423,4.86967424467732e-40,"0","DTNB"
"ENSG00000286329",1.20250223128325e-42,0.714908196992834,0.447,0.356,3.60750669384976e-39,"0","ENSG00000286329"
"PGR",1.8601895543671e-42,0.448132584894697,0.27,0.198,5.5805686631013e-39,"0","PGR"
"TRIO",2.4359041076134e-42,0.305051413864158,0.53,0.416,7.30771232284019e-39,"0","TRIO"
"SLC24A3",2.49021339452084e-42,2.89893070874617,0.438,0.243,7.47064018356252e-39,"0","SLC24A3"
"ENSG00000258561",3.91982427101228e-42,0.870938882056748,0.374,0.266,1.17594728130368e-38,"0","ENSG00000258561"
"IMPA2",3.92950802818773e-42,2.78521444382618,0.305,0.419,1.17885240845632e-38,"0","IMPA2"
"LINC01473",4.42035403146497e-42,1.05449323866778,0.495,0.375,1.32610620943949e-38,"0","LINC01473"
"ZNF438",4.88798930591514e-42,0.791568752641222,0.397,0.338,1.46639679177454e-38,"0","ZNF438"
"FRMPD2",5.80405821976468e-42,3.59598752545047,0.337,0.221,1.7412174659294e-38,"0","FRMPD2"
"ENSG00000253642",9.12187693774779e-42,1.78147127196091,0.519,0.33,2.73656308132434e-38,"0","ENSG00000253642"
"LINC02672",1.85623454762563e-41,1.17369977482935,0.406,0.25,5.56870364287689e-38,"0","LINC02672"
"ANKRD26",2.83152944539087e-41,0.444950473033724,0.516,0.4,8.49458833617261e-38,"0","ANKRD26"
"AUTS2",4.15519589068541e-41,1.47991002381479,0.419,0.316,1.24655876720562e-37,"0","AUTS2"
