"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"H2AZ1-DT3",1.23647517975934e-34,1.73743932255898,0.142,0.269,3.70942553927802e-31,"6","H2AZ1-DT"
"ASAP11",1.9275278346332e-34,1.28129555007284,0.566,0.41,5.7825835038996e-31,"6","ASAP1"
"NCAPG2",2.10819832349336e-34,0.325815595211529,0.507,0.196,6.32459497048008e-31,"6","NCAPG2"
"RFWD31",3.07954768126627e-34,2.32921279879549,0.531,0.206,9.23864304379881e-31,"6","RFWD3"
"RNF1502",3.62824315112037e-34,1.94878235764984,0.27,0.294,1.08847294533611e-30,"6","RNF150"
"CARHSP1",5.19816432550287e-34,1.2355413778099,0.576,0.414,1.55944929765086e-30,"6","CARHSP1"
"TCF41",6.17946833876121e-34,4.25440305861573,0.4,0.178,1.85384050162836e-30,"6","TCF4"
"CHEK1",6.24319481770853e-34,2.92538651243208,0.54,0.151,1.87295844531256e-30,"6","CHEK1"
"GPHN1",1.59210958550657e-33,0.568555692097095,0.603,0.434,4.7763287565197e-30,"6","GPHN"
"MSH5",4.6412991780472e-33,2.00742023133918,0.557,0.279,1.39238975341416e-29,"6","MSH5"
"ZFHX3-AS1",1.21233267066532e-32,3.05665390516257,0.477,0.226,3.63699801199597e-29,"6","ZFHX3-AS1"
"GPD2",1.86232681828074e-32,1.06973954780751,0.516,0.335,5.58698045484223e-29,"6","GPD2"
"EIF4EBP12",2.16691468117366e-32,1.80428537903488,0.603,0.432,6.50074404352099e-29,"6","EIF4EBP1"
"ZNF519",2.41998010526352e-32,1.40782611338714,0.446,0.176,7.25994031579055e-29,"6","ZNF519"
"HS6ST3",3.57752453529682e-32,2.07136136212702,0.414,0.16,1.07325736058905e-28,"6","HS6ST3"
"ZNF367",5.18547453713426e-32,5.89446905494219,0.477,0.047,1.55564236114028e-28,"6","ZNF367"
"GNG51",2.27857301442791e-31,0.738521989301854,0.639,0.483,6.83571904328374e-28,"6","GNG5"
"PMAIP11",4.71109395127122e-31,1.06823903262705,0.472,0.228,1.41332818538137e-27,"6","PMAIP1"
"LSM52",6.28406819971122e-31,0.645751822839351,0.613,0.435,1.88522045991337e-27,"6","LSM5"
"ZNF714",2.41311341357379e-30,2.78853119690064,0.555,0.325,7.23934024072137e-27,"6","ZNF714"
"CDCA4",2.63837417795471e-30,0.582345171171216,0.439,0.142,7.91512253386414e-27,"6","CDCA4"
"RNF168",4.15186448877157e-30,0.91906835896664,0.554,0.35,1.24555934663147e-26,"6","RNF168"
"HSPE12",9.5750834732505e-30,0.991083576442439,0.606,0.44,2.87252504197515e-26,"6","HSPE1"
"GREB1L1",1.02815369998535e-29,2.19785315017114,0.558,0.378,3.08446109995606e-26,"6","GREB1L"
"TCF19",7.47659202897645e-29,2.36372303610352,0.41,0.088,2.24297760869293e-25,"6","TCF19"
"TAF15",1.01008905615447e-28,1.33005048753983,0.573,0.429,3.0302671684634e-25,"6","TAF15"
"IQCB11",1.2834543727459e-28,1.05031365228124,0.562,0.421,3.85036311823769e-25,"6","IQCB1"
"SPATA5",1.94870440156737e-28,3.37277419454478,0.521,0.284,5.84611320470211e-25,"6","SPATA5"
"MCM2",3.3076260000866e-28,5.71663418169621,0.48,0.131,9.9228780002598e-25,"6","MCM2"
"SLC38A12",8.10795570922963e-28,1.26908954532014,0.568,0.406,2.43238671276889e-24,"6","SLC38A1"
"SMC5",3.08762994031207e-27,1.46132524219289,0.59,0.421,9.26288982093622e-24,"6","SMC5"
"RYR31",7.52984219633924e-27,0.898191100494934,0.354,0.179,2.25895265890177e-23,"6","RYR3"
"ZNF83",1.04425455640904e-26,1.13486004356064,0.596,0.433,3.13276366922712e-23,"6","ZNF83"
"PPIH2",2.01576858895192e-26,0.811995379369395,0.566,0.377,6.04730576685576e-23,"6","PPIH"
"LDHB2",2.87196759938376e-26,1.05096558152823,0.579,0.441,8.61590279815128e-23,"6","LDHB"
"GSTM31",5.29784434289081e-26,0.657258259655762,0.568,0.427,1.58935330286724e-22,"6","GSTM3"
"LRRCC1",1.01225524754912e-25,0.398072957064641,0.444,0.247,3.03676574264736e-22,"6","LRRCC1"
"PARPBP",3.87928109030301e-25,0.250463498971748,0.539,0.214,1.1637843270909e-21,"6","PARPBP"
"RDH102",5.23521291016848e-25,1.00817370801794,0.468,0.267,1.57056387305054e-21,"6","RDH10"
"HAUS8",7.89247669058945e-25,2.18911510843625,0.453,0.131,2.36774300717684e-21,"6","HAUS8"
"CTNNAL11",9.53348315528898e-25,2.03503978876157,0.522,0.372,2.86004494658669e-21,"6","CTNNAL1"
"DTYMK1",9.37182857032368e-24,0.650133865772419,0.558,0.375,2.8115485710971e-20,"6","DTYMK"
"CCDC150",1.02938257773352e-23,2.96831080806034,0.302,0.082,3.08814773320056e-20,"6","CCDC150"
"CACNB2",1.26961046509583e-23,0.583358528527815,0.483,0.349,3.8088313952875e-20,"6","CACNB2"
"ELOVL6",1.42873415233669e-23,0.631447476820308,0.532,0.39,4.28620245701008e-20,"6","ELOVL6"
"BACH11",2.55522641224677e-23,3.12265409107508,0.296,0.315,7.66567923674032e-20,"6","BACH1"
"CDC7",2.8309808870862e-23,3.24174869069262,0.482,0.182,8.49294266125859e-20,"6","CDC7"
"FADS11",3.22853278505651e-23,0.805617545113094,0.571,0.402,9.68559835516952e-20,"6","FADS1"
"MDC11",3.92702023995559e-23,0.812906137965156,0.439,0.198,1.17810607198668e-19,"6","MDC1"
"BCL2",5.98906048411477e-23,2.31185828227094,0.416,0.198,1.79671814523443e-19,"6","BCL2"
"TMEM1071",1.34753083425214e-22,0.920840651399234,0.471,0.307,4.04259250275642e-19,"6","TMEM107"
"CNTNAP51",1.75154393899107e-22,1.42074568157716,0.155,0.296,5.25463181697323e-19,"6","CNTNAP5"
"CMC21",3.49691351485824e-22,1.77532689630192,0.544,0.389,1.04907405445747e-18,"6","CMC2"
"LYAR1",8.1877829645076e-22,0.655442748661013,0.575,0.37,2.45633488935228e-18,"6","LYAR"
"MIS18A1",1.40785967099065e-21,1.39678752790226,0.552,0.263,4.22357901297195e-18,"6","MIS18A"
"GAL1",2.46237217368572e-21,1.13822439216367,0.56,0.445,7.38711652105716e-18,"6","GAL"
"CCM2",2.62841310781505e-21,3.06127256813127,0.575,0.416,7.88523932344515e-18,"6","CCM2"
"C9orf401",2.7712565617858e-21,0.901655261967342,0.507,0.292,8.31376968535739e-18,"6","C9orf40"
"MTAP2",5.14421904614876e-21,0.75659130253416,0.555,0.409,1.54326571384463e-17,"6","MTAP"
"RSRC11",1.77974278995712e-20,0.49959505493404,0.55,0.399,5.33922836987137e-17,"6","RSRC1"
"GSTCD",2.27758787406702e-20,1.32784320520054,0.468,0.263,6.83276362220106e-17,"6","GSTCD"
"NUP1601",2.73923228125815e-20,0.83851026829705,0.569,0.414,8.21769684377446e-17,"6","NUP160"
"MAP3K5",7.37777770029943e-20,0.757546785999779,0.384,0.237,2.21333331008983e-16,"6","MAP3K5"
"POLN",9.36780768802779e-20,3.7587635505433,0.403,0.192,2.81034230640834e-16,"6","POLN"
"CDCA5",1.64138445905989e-19,0.604250246600169,0.376,0.107,4.92415337717966e-16,"6","CDCA5"
"LRRC262",1.73595340673488e-19,1.11424649752358,0.551,0.414,5.20786022020466e-16,"6","LRRC26"
"INSR2",3.62074419994451e-19,1.04155559523169,0.544,0.389,1.08622325998335e-15,"6","INSR"
"RBBP8",3.76722001541688e-19,2.64408330169143,0.529,0.312,1.13016600462506e-15,"6","RBBP8"
"WDFY2",4.12530601202462e-19,1.69027226920893,0.422,0.28,1.23759180360739e-15,"6","WDFY2"
"METRN1",1.64092362132704e-18,0.578074938709025,0.547,0.419,4.92277086398113e-15,"6","METRN"
"CCDC142",1.87917546436216e-18,1.21439407976766,0.546,0.416,5.63752639308649e-15,"6","CCDC14"
"HLTF1",2.91215705402685e-18,0.531979255367606,0.542,0.415,8.73647116208054e-15,"6","HLTF"
"SPATA13",7.19173604100678e-18,0.282717110712718,0.509,0.377,2.15752081230203e-14,"6","SPATA13"
"E2F31",9.38256944581343e-18,1.76728269899234,0.546,0.38,2.81477083374403e-14,"6","E2F3"
"ENSG000002861631",1.08869727195376e-17,0.276291508999894,0.157,0.273,3.26609181586128e-14,"6","ENSG00000286163"
"ENSG00000260289",1.37406790513089e-17,2.49279121740235,0.31,0.097,4.12220371539267e-14,"6","ENSG00000260289"
"MASTL",2.5034367992248e-17,3.41939727844468,0.423,0.136,7.5103103976744e-14,"6","MASTL"
"PAM1",4.6570144978672e-17,0.673332086541967,0.332,0.315,1.39710434936016e-13,"6","PAM"
"EXOSC81",7.19724086825121e-17,0.787022122568212,0.562,0.393,2.15917226047536e-13,"6","EXOSC8"
"RTN1",1.34480852450315e-16,3.33085993903967,0.336,0.161,4.03442557350944e-13,"6","RTN1"
"SMYD32",1.48481655479287e-16,2.82625731582484,0.579,0.466,4.4544496643786e-13,"6","SMYD3"
"E2F7",1.84109654372449e-16,2.24876657291046,0.334,0.052,5.52328963117347e-13,"6","E2F7"
"H3-3A1",1.93927282727869e-16,0.454569658849605,0.533,0.422,5.81781848183608e-13,"6","H3-3A"
"CAMK2B",2.11035272184536e-16,1.17281801271779,0.395,0.249,6.33105816553607e-13,"6","CAMK2B"
"NEIL3",2.44136711010792e-16,1.27518829750254,0.359,0.082,7.32410133032375e-13,"6","NEIL3"
"ERO1A1",5.44730594080966e-16,2.86065078501667,0.376,0.365,1.6341917822429e-12,"6","ERO1A"
"RAI141",6.2564362051658e-16,1.53396887533365,0.554,0.387,1.87693086154974e-12,"6","RAI14"
"SLC16A1-AS1",9.70108182307152e-16,1.82789375020371,0.51,0.345,2.91032454692146e-12,"6","SLC16A1-AS1"
"ENTREP21",1.46377874407542e-15,0.267681621420266,0.497,0.317,4.39133623222627e-12,"6","ENTREP2"
"KIF15",3.04485849497048e-15,0.507506917625405,0.375,0.117,9.13457548491144e-12,"6","KIF15"
"APRT3",1.29565398965053e-14,0.836009583826437,0.531,0.443,3.88696196895158e-11,"6","APRT"
"CEP152",1.67350655222605e-14,1.5085800558916,0.386,0.163,5.02051965667814e-11,"6","CEP152"
"ENSG000002275981",2.10016995499311e-14,2.9666780873959,0.465,0.26,6.30050986497932e-11,"6","ENSG00000227598"
"PDS5B",2.61613403327965e-14,0.430470211634863,0.54,0.415,7.84840209983894e-11,"6","PDS5B"
"PALS2",3.55130101763867e-14,1.87685100717075,0.535,0.372,1.0653903052916e-10,"6","PALS2"
"ENSG00000197585",5.97696088326034e-14,0.370052957385958,0.319,0.176,1.7930882649781e-10,"6","ENSG00000197585"
"WEE1",6.13099741606472e-14,0.699992810943485,0.339,0.138,1.83929922481942e-10,"6","WEE1"
"NAAA",8.12717221222337e-14,0.940911710434297,0.527,0.41,2.43815166366701e-10,"6","NAAA"
"TCF7L22",9.97179254588448e-14,2.36076263118151,0.331,0.312,2.99153776376534e-10,"6","TCF7L2"
"BBOX1-AS1",1.2238376118661e-13,1.16695708539364,0.251,0.123,3.67151283559829e-10,"6","BBOX1-AS1"
"PUS71",1.23108686453101e-13,3.38889856352942,0.547,0.428,3.69326059359303e-10,"6","PUS7"
"SNHG92",1.29264561059613e-13,0.521393672672288,0.533,0.409,3.8779368317884e-10,"6","SNHG9"
"ZNF337-AS11",1.52976912091183e-13,0.535883767526782,0.511,0.411,4.5893073627355e-10,"6","ZNF337-AS1"
"ZNF532",1.54639817947616e-13,1.58063959760875,0.252,0.28,4.63919453842849e-10,"6","ZNF532"
"NDUFAF6",2.12466533238487e-13,0.639198533325351,0.518,0.412,6.3739959971546e-10,"6","NDUFAF6"
"ENSG000002870011",2.55104156927834e-13,2.46985681314373,0.314,0.168,7.65312470783503e-10,"6","ENSG00000287001"
"HIP11",3.82042868528235e-13,0.604710269688549,0.491,0.385,1.14612860558471e-09,"6","HIP1"
"EPB41L12",5.44992813404875e-13,0.820137334066371,0.317,0.304,1.63497844021462e-09,"6","EPB41L1"
"ALYREF2",6.02759296651423e-13,0.525146941510911,0.491,0.402,1.80827788995427e-09,"6","ALYREF"
"UGT2B152",6.31159002344644e-13,0.78499381257904,0.421,0.306,1.89347700703393e-09,"6","UGT2B15"
"RPS6KA5",7.19838349777123e-13,0.394759863581521,0.498,0.389,2.15951504933137e-09,"6","RPS6KA5"
"ZNF43",7.35402325981133e-13,2.06729972397629,0.253,0.162,2.2062069779434e-09,"6","ZNF43"
"IGFBP22",1.28554281912682e-12,1.04081028268471,0.552,0.438,3.85662845738046e-09,"6","IGFBP2"
"ATP5MC12",1.55865630144476e-12,0.96958709752657,0.537,0.428,4.67596890433427e-09,"6","ATP5MC1"
"ENSG000002912031",1.57697873266504e-12,0.320518533621126,0.511,0.397,4.73093619799512e-09,"6","ENSG00000291203"
"DHCR242",1.7594681937471e-12,0.575832219628212,0.527,0.399,5.27840458124129e-09,"6","DHCR24"
"OSBPL1A",2.15758586740124e-12,0.282832048618903,0.485,0.4,6.47275760220373e-09,"6","OSBPL1A"
"SHCBP11",3.61996978068789e-12,1.72858145033045,0.427,0.13,1.08599093420637e-08,"6","SHCBP1"
"PSMC3IP",4.49565144092078e-12,3.26885876513855,0.408,0.096,1.34869543227624e-08,"6","PSMC3IP"
"ZNF680",6.47238840006425e-12,1.17147847849113,0.422,0.314,1.94171652001927e-08,"6","ZNF680"
"CACNB4",6.97565352357031e-12,1.44205316720291,0.428,0.249,2.09269605707109e-08,"6","CACNB4"
"ZNF678",8.27022898486333e-12,0.595128172657842,0.429,0.278,2.481068695459e-08,"6","ZNF678"
"PLEKHH11",1.43373554780678e-11,2.22044158271498,0.301,0.309,4.30120664342035e-08,"6","PLEKHH1"
"SIMC1",2.26910673577459e-11,1.07972200196824,0.516,0.368,6.80732020732376e-08,"6","SIMC1"
"BCL2L121",2.45296317808226e-11,1.4466518493812,0.437,0.244,7.35888953424678e-08,"6","BCL2L12"
"DSCC1",2.72375276453503e-11,2.89654290010412,0.448,0.162,8.1712582936051e-08,"6","DSCC1"
"SMAD91",3.81322117356567e-11,0.885464312559832,0.297,0.218,1.1439663520697e-07,"6","SMAD9"
"LINC026721",5.0450073512193e-11,2.60956615599509,0.43,0.268,1.51350220536579e-07,"6","LINC02672"
"MESP1",7.73535852383559e-11,0.626606085184411,0.532,0.425,2.32060755715068e-07,"6","MESP1"
"TAGLN21",1.22301823978376e-10,1.03981312872646,0.482,0.387,3.66905471935127e-07,"6","TAGLN2"
"LMNB1-DT",1.45035282856657e-10,1.67468495668261,0.381,0.188,4.3510584856997e-07,"6","LMNB1-DT"
"FHIT2",1.88687688810936e-10,0.601982253625741,0.485,0.402,5.66063066432807e-07,"6","FHIT"
"OSBPL61",2.31428210469592e-10,1.49559587073495,0.29,0.206,6.94284631408775e-07,"6","OSBPL6"
"KLHL421",2.3474539753998e-10,0.667242919174041,0.535,0.407,7.0423619261994e-07,"6","KLHL42"
"COMTD11",3.44858746942624e-10,0.576590655144573,0.49,0.399,1.03457624082787e-06,"6","COMTD1"
"PRPF40B",3.90407933766305e-10,4.33245469779312,0.372,0.379,1.17122380129892e-06,"6","PRPF40B"
"ADAMTS31",5.10549017917773e-10,2.40612705003466,0.279,0.282,1.53164705375332e-06,"6","ADAMTS3"
"GEN1",9.80740842146238e-10,0.400219589247187,0.403,0.158,2.94222252643871e-06,"6","GEN1"
"DKC12",1.42182444863659e-09,0.718992357806662,0.495,0.404,4.26547334590977e-06,"6","DKC1"
"TCP12",2.26223572621118e-09,1.80102653310688,0.505,0.416,6.78670717863355e-06,"6","TCP1"
"TUBB32",3.65503743428598e-09,1.51253606606107,0.425,0.299,1.09651123028579e-05,"6","TUBB3"
"MTHFD1L1",3.79991581154738e-09,2.37302679584965,0.519,0.409,1.13997474346421e-05,"6","MTHFD1L"
"LIN52",5.57024497060033e-09,1.3420042200153,0.489,0.31,1.6710734911801e-05,"6","LIN52"
"GALNT14",5.66075385154783e-09,3.6158717464538,0.261,0.245,1.69822615546435e-05,"6","GALNT14"
"PHLPP1",8.88955112875559e-09,0.842369032892763,0.516,0.403,2.66686533862668e-05,"6","PHLPP1"
"HELLPAR",1.02324873233667e-08,0.467524699082741,0.341,0.102,3.06974619701001e-05,"6","HELLPAR"
"EFNB21",1.23493623617044e-08,0.728014855842813,0.25,0.266,3.70480870851131e-05,"6","EFNB2"
"TUBGCP3",1.25132480339645e-08,1.07808842040269,0.375,0.299,3.75397441018935e-05,"6","TUBGCP3"
"TBC1D31",2.0077909184826e-08,0.554433135818954,0.314,0.221,6.0233727554478e-05,"6","TBC1D31"
"SHISA92",2.95161554976138e-08,0.854271266183193,0.446,0.313,8.85484664928414e-05,"6","SHISA9"
"MCM8",2.96987037045178e-08,2.00102054560147,0.399,0.14,8.90961111135533e-05,"6","MCM8"
"RPL172",3.17095811697694e-08,0.337832658303321,0.554,0.477,9.51287435093083e-05,"6","RPL17"
"ADK1",3.21576795511975e-08,0.816937939984808,0.512,0.435,9.64730386535926e-05,"6","ADK"
"BLM",6.62477421837156e-08,2.04409497985157,0.351,0.073,0.000198743226551147,"6","BLM"
"SCML11",1.07867123397103e-07,0.739575882885954,0.49,0.374,0.000323601370191308,"6","SCML1"
"EME1",1.38715397029789e-07,3.01109014962084,0.381,0.091,0.000416146191089366,"6","EME1"
"TGIF1",1.57250050170736e-07,4.94868875374305,0.271,0.332,0.000471750150512209,"6","TGIF1"
"LINC030001",1.93483392415303e-07,0.580080099339932,0.277,0.247,0.00058045017724591,"6","LINC03000"
"TNFAIP8",2.21495960854969e-07,3.05412266490763,0.381,0.242,0.000664487882564908,"6","TNFAIP8"
"FARP1",2.88717300853378e-07,2.98435536266809,0.404,0.354,0.000866151902560135,"6","FARP1"
"MBNL11",3.39314428386946e-07,0.285923155196286,0.486,0.39,0.00101794328516084,"6","MBNL1"
"NSMCE2",3.97270129671935e-07,0.405486577275318,0.493,0.421,0.00119181038901581,"6","NSMCE2"
"HAGHL1",4.74959365290555e-07,2.27285534453035,0.506,0.397,0.00142487809587166,"6","HAGHL"
"GRIN3A1",5.78750820069321e-07,1.60235514804312,0.152,0.268,0.00173625246020796,"6","GRIN3A"
"ISG153",8.80213051471441e-07,0.275481840429186,0.45,0.391,0.00264063915441432,"6","ISG15"
"LINC028821",8.97409812339158e-07,1.47229786091043,0.253,0.268,0.00269222943701747,"6","LINC02882"
"DNPH12",1.08048009770755e-06,0.533618005026965,0.504,0.435,0.00324144029312265,"6","DNPH1"
"GCHFR2",1.30483586663895e-06,0.493523031876032,0.422,0.326,0.00391450759991686,"6","GCHFR"
"MROH8",1.34455017751167e-06,3.57099543956371,0.289,0.194,0.00403365053253502,"6","MROH8"
"CTNNA31",1.44411794086967e-06,0.314257447798958,0.215,0.283,0.004332353822609,"6","CTNNA3"
"ADGRV1",1.96072170720191e-06,0.962842153030681,0.45,0.396,0.00588216512160572,"6","ADGRV1"
"ATXN7L3B2",1.97139821098958e-06,1.17603200227542,0.483,0.409,0.00591419463296873,"6","ATXN7L3B"
"DDT2",2.67254436141665e-06,0.65720365177349,0.517,0.462,0.00801763308424996,"6","DDT"
"TULP41",4.21307982073948e-06,0.316223272947851,0.322,0.356,0.0126392394622184,"6","TULP4"
"HSPA82",4.38600960784211e-06,0.531519448787835,0.519,0.459,0.0131580288235263,"6","HSPA8"
"SPC24",4.96831207338511e-06,0.641867665270235,0.359,0.164,0.0149049362201553,"6","SPC24"
"TDRD32",6.61485506733816e-06,0.304834085594816,0.373,0.408,0.0198445652020145,"6","TDRD3"
"TBC1D12",6.65429756359e-06,1.15828020259129,0.485,0.404,0.01996289269077,"6","TBC1D1"
"RAP2B",7.13014484043887e-06,0.733272078217298,0.234,0.258,0.0213904345213166,"6","RAP2B"
"ZNF431",8.46854536180752e-06,0.289847912473619,0.494,0.328,0.0254056360854226,"6","ZNF431"
"ZNF528-AS11",8.88252237587868e-06,1.22142055517227,0.297,0.311,0.026647567127636,"6","ZNF528-AS1"
"MFHAS1",1.33536346554774e-05,0.704271647031488,0.485,0.364,0.0400609039664321,"6","MFHAS1"
"ZGRF1",1.89534940929264e-05,2.62610264838365,0.417,0.124,0.0568604822787791,"6","ZGRF1"
"PKMYT1",1.94112401995406e-05,1.76160828922286,0.337,0.083,0.0582337205986218,"6","PKMYT1"
"RYR21",2.4864994475325e-05,2.87918332813086,0.458,0.335,0.074594983425975,"6","RYR2"
"PPP1R13B2",2.76858307550205e-05,1.01685530068619,0.397,0.417,0.0830574922650614,"6","PPP1R13B"
"MYO1D2",3.38490765994345e-05,0.268399809015257,0.477,0.414,0.101547229798303,"6","MYO1D"
"PRTG",4.16742843547779e-05,0.580862593126446,0.287,0.29,0.125022853064334,"6","PRTG"
"ENO11",4.41536085125578e-05,0.278645812337439,0.499,0.444,0.132460825537674,"6","ENO1"
"VEGFA1",4.63563713416603e-05,1.99992852748339,0.336,0.355,0.139069114024981,"6","VEGFA"
"SLC38A91",5.9279706815236e-05,0.28500132200044,0.494,0.419,0.177839120445708,"6","SLC38A9"
"CEP135",6.14886463671908e-05,4.87152128258749,0.397,0.205,0.184465939101573,"6","CEP135"
"TBPL1",6.583923818315e-05,1.87970670870955,0.313,0.323,0.19751771454945,"6","TBPL1"
"CEP192",7.49075749640152e-05,0.808011230910154,0.47,0.359,0.224722724892046,"6","CEP192"
"NBR22",8.73448008507388e-05,0.668408678838251,0.483,0.38,0.262034402552216,"6","NBR2"
"FDX12",8.89860883522019e-05,0.373488882611252,0.391,0.448,0.266958265056606,"6","FDX1"
"PHGDH2",9.30261114055982e-05,0.680714139285065,0.522,0.451,0.279078334216795,"6","PHGDH"
"CHPT12",9.78863875564932e-05,2.02528634747926,0.41,0.45,0.29365916266948,"6","CHPT1"
"LIG1",9.79205762733793e-05,3.17515629848193,0.378,0.134,0.293761728820138,"6","LIG1"
"ZNF7041",9.82873957935598e-05,3.87502920371259,0.503,0.416,0.294862187380679,"6","ZNF704"
"PLK4",0.000105546570384287,1.74364410448117,0.3,0.083,0.31663971115286,"6","PLK4"
"CLIC41",0.000123271380862869,1.80381637816717,0.466,0.384,0.369814142588607,"6","CLIC4"
"MAN1A11",0.000125550091444377,1.44596801301067,0.24,0.265,0.376650274333132,"6","MAN1A1"
"H2AC12",0.000136121639115505,0.936040591506882,0.261,0.092,0.408364917346516,"6","H2AC12"
"ZDHHC20",0.000143495763222553,0.443016883987117,0.455,0.394,0.430487289667658,"6","ZDHHC20"
"TUBA1A1",0.000149074453395655,0.682051713181659,0.414,0.3,0.447223360186966,"6","TUBA1A"
"HES62",0.000172775061348423,0.288644090162912,0.444,0.349,0.518325184045269,"6","HES6"
"GPX81",0.000195629691630749,1.30295788515816,0.387,0.353,0.586889074892248,"6","GPX8"
"KRR11",0.000232322553498219,1.10549746002798,0.468,0.414,0.696967660494656,"6","KRR1"
"RASAL23",0.000248189102816994,1.38558502593394,0.485,0.391,0.744567308450982,"6","RASAL2"
"LINC019671",0.000283889307984421,1.52296751063973,0.208,0.262,0.851667923953263,"6","LINC01967"
"MICAL21",0.000356764441383436,1.1468352869123,0.251,0.22,1,"6","MICAL2"
"IKBIP",0.000382306655861922,1.9760234863702,0.311,0.166,1,"6","IKBIP"
"CTSV2",0.000419736491107896,1.1957684967004,0.256,0.209,1,"6","CTSV"
"WWC11",0.000517750000663626,0.27606668460394,0.502,0.437,1,"6","WWC1"
"NRG31",0.000527760062161467,0.433385841435451,0.345,0.245,1,"6","NRG3"
"ARPC5L2",0.000732496236386736,0.298137569138852,0.469,0.423,1,"6","ARPC5L"
"KCNQ51",0.000737961659503071,0.751214555557748,0.277,0.214,1,"6","KCNQ5"
"CFAP442",0.000786544479032668,0.593283842288786,0.448,0.298,1,"6","CFAP44"
"TALAM11",0.00084399645847023,2.64957278397075,0.239,0.281,1,"6","TALAM1"
"LINC02694",0.0013806370933242,1.7661635158441,0.251,0.178,1,"6","LINC02694"
"MEAF6",0.00140924125684035,0.437454481557868,0.484,0.424,1,"6","MEAF6"
"CCDC171",0.00145395235809643,4.77267453302721,0.435,0.326,1,"6","CCDC171"
"ADAM221",0.00161832634910819,0.300088805928505,0.453,0.35,1,"6","ADAM22"
"CFAP20DC",0.00162421987916274,1.42329822845657,0.479,0.311,1,"6","CFAP20DC"
"PEG101",0.00191163872731435,1.42895689466482,0.394,0.246,1,"6","PEG10"
"ATP5F1D2",0.00202698474555719,0.41446708052289,0.504,0.463,1,"6","ATP5F1D"
"ENSG000002564172",0.00230043178004215,0.483740449909269,0.369,0.388,1,"6","ENSG00000256417"
"GNAI12",0.00336437143651785,1.7620212812866,0.267,0.298,1,"6","GNAI1"
"UGT2B172",0.00420269221254864,1.26921624409519,0.388,0.239,1,"6","UGT2B17"
"SP31",0.00465742617754626,0.915219435116524,0.494,0.435,1,"6","SP3"
"COBL1",0.004723809903815,0.954448803465211,0.431,0.369,1,"6","COBL"
"DDAH11",0.00612323723565951,0.356508152611603,0.472,0.412,1,"6","DDAH1"
"MCU2",0.00625421014174424,0.505822243990169,0.447,0.372,1,"6","MCU"
"TCEAL92",0.0063454313823162,0.278629407201972,0.455,0.413,1,"6","TCEAL9"
"NAV12",0.00799785803629556,0.756662769402941,0.45,0.348,1,"6","NAV1"
"USP33",0.00832877379732293,0.736001713064385,0.427,0.458,1,"6","USP33"
"SDK1",0.00843627811926396,1.74595471335008,0.266,0.15,1,"6","SDK1"
"POLH",0.00851944249348835,0.538970111290749,0.319,0.303,1,"6","POLH"
"NLN1",0.00922049923458516,0.258706577817437,0.472,0.41,1,"6","NLN"
"H4C3",0,6.84683949673528,0.999,0.129,0,"7","H4C3"
"TOP2A1",0,0.990081278939565,0.941,0.15,0,"7","TOP2A"
"CDK11",0,2.59936927020101,0.957,0.18,0,"7","CDK1"
"CENPF1",0,0.470899379020715,0.923,0.169,0,"7","CENPF"
"RRM21",0,5.94952796201493,0.887,0.134,0,"7","RRM2"
"MKI671",0,2.70782958160022,0.902,0.161,0,"7","MKI67"
"TUBA1B2",0,2.04036618065749,0.98,0.25,0,"7","TUBA1B"
"DIAPH31",0,5.37056205712365,0.875,0.152,0,"7","DIAPH3"
"NUSAP11",0,1.47254418819332,0.885,0.192,0,"7","NUSAP1"
"BRCA11",0,4.6964079930482,0.876,0.184,0,"7","BRCA1"
"PCNA1",0,4.18154757813375,0.941,0.272,0,"7","PCNA"
"PBK1",0,1.94892238516983,0.874,0.207,0,"7","PBK"
"LINC015721",0,2.77203825320598,0.895,0.23,0,"7","LINC01572"
"TUBB1",0,2.59040391665672,0.956,0.293,0,"7","TUBB"
"UBE2T",0,6.10953997423539,0.914,0.255,0,"7","UBE2T"
"ATAD21",0,4.94748262215949,0.904,0.246,0,"7","ATAD2"
"CENPU1",0,4.66289905510806,0.877,0.223,0,"7","CENPU"
"DEK2",0,4.5168640405487,0.943,0.323,0,"7","DEK"
"TK12",0,3.9221709701878,0.899,0.28,0,"7","TK1"
"TYMS1",0,4.60876621512887,0.869,0.252,0,"7","TYMS"
"PCLAF",0,6.35147181857104,0.909,0.293,0,"7","PCLAF"
"MCM71",0,3.60249583106113,0.872,0.258,0,"7","MCM7"
"SMC41",0,0.641759014890914,0.881,0.272,0,"7","SMC4"
"H2AC20",0,8.9799992863672,0.882,0.274,0,"7","H2AC20"
"DUT",0,7.64824412586683,0.937,0.333,0,"7","DUT"
"H1-4",0,7.47623878731129,0.899,0.301,0,"7","H1-4"
"H1-21",0,1.37691471686565,0.896,0.31,0,"7","H1-2"
"TMPO",0,3.71731206271546,0.875,0.305,0,"7","TMPO"
"DHFR1",0,4.53603809582433,0.879,0.32,0,"7","DHFR"
"RAD51C2",6.95455115577804e-305,4.56972484784342,0.876,0.334,2.08636534673341e-301,"7","RAD51C"
"HMGB12",3.47336078723713e-303,1.37332493506013,0.934,0.346,1.04200823617114e-299,"7","HMGB1"
